Iteration(0): 1 context requests, 8000 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 1207.40 ms
Iteration(248): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.08 ms
Iteration(249): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.05 ms
Iteration(250): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.76 ms
Iteration(251): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.48 ms
Iteration(252): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.80 ms
Iteration(253): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.27 ms
Iteration(254): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.59 ms
Iteration(255): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.16 ms
Iteration(256): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.47 ms
Iteration(257): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.08 ms
Iteration(258): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 31.61 ms
Iteration(259): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.21 ms
Iteration(260): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.04 ms
Iteration(261): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.98 ms
Iteration(262): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.93 ms
Iteration(263): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.92 ms
Iteration(264): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.36 ms
Iteration(265): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 31.96 ms
Iteration(266): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 31.58 ms
Iteration(267): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.58 ms
Iteration(268): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.72 ms
Iteration(269): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.00 ms
Iteration(270): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.52 ms
Iteration(271): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.77 ms
Iteration(272): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.40 ms
Iteration(273): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.18 ms
Iteration(274): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 31.40 ms
Iteration(275): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.03 ms
Iteration(276): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.14 ms
Iteration(277): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.27 ms
Iteration(278): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.37 ms
Iteration(279): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.68 ms
Iteration(280): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.35 ms
Iteration(281): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.11 ms
Iteration(282): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 31.95 ms
Iteration(283): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.64 ms
Iteration(284): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.57 ms
Iteration(285): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.21 ms
Iteration(286): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.00 ms
Iteration(287): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.44 ms
Iteration(288): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.84 ms
Iteration(289): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.67 ms
Iteration(290): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 31.64 ms
Iteration(291): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.76 ms
Iteration(292): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.44 ms
Iteration(293): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.20 ms
Iteration(294): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.91 ms
Iteration(295): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.03 ms
Iteration(296): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.53 ms
Iteration(297): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.83 ms
Iteration(298): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.32 ms
Iteration(299): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.07 ms
Iteration(300): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.61 ms
Iteration(301): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.25 ms
Iteration(302): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.33 ms
Iteration(303): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.15 ms
Iteration(304): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.35 ms
Iteration(305): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.39 ms
Iteration(306): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.21 ms
Iteration(307): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.52 ms
Iteration(308): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.51 ms
Iteration(309): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.22 ms
Iteration(310): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.17 ms
Iteration(311): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.65 ms
Iteration(312): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.68 ms
Iteration(313): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.42 ms
Iteration(314): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.96 ms
Iteration(315): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.92 ms
Iteration(316): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.72 ms
Iteration(317): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.16 ms
Iteration(318): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.39 ms
Iteration(319): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.58 ms
Iteration(320): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.27 ms
Iteration(321): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.31 ms
Iteration(322): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.26 ms
Iteration(323): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.13 ms
Iteration(324): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.66 ms
Iteration(325): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.94 ms
Iteration(326): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.41 ms
Iteration(327): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.46 ms
Iteration(328): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.55 ms
Iteration(329): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.45 ms
Iteration(330): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.35 ms
Iteration(331): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.58 ms
Iteration(332): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.87 ms
Iteration(333): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.70 ms
Iteration(334): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.48 ms
